1.400000000000000000e+01,1.100000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.722222399999999931e+00,5.351850500000000288e+00,2.666666699999999945e+00,1.022222900000000045e+00,1.792592600000000047e+01,1.888888999999999996e+01,2.144444500000000176e+01,1.344444499999999998e+01,2.888888800000000145e+00,1.055555500000000002e+01,-1.344444499999999998e+01,2.144444500000000176e+01,3.688483200000000073e-01,-1.345095600000000058e+00,0.000000000000000000e+00
1.200000000000000000e+02,7.400000000000000000e+01,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333345999999999809e-01,8.888922000000000490e-02,5.000012499999999527e-01,7.777795999999999321e-02,1.018518499999999989e+02,8.911111499999999808e+01,1.232222199999999930e+02,9.322221999999999298e+01,-3.822222000000000008e+01,6.411111499999999808e+01,-2.588888999999999996e+01,1.232222199999999930e+02,2.767843999999999860e-01,-2.220553199999999894e+00,5.000000000000000000e+00
1.620000000000000000e+02,1.590000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.166666699999999945e+00,9.603237999999999497e-01,2.222222299999999873e+00,1.455512799999999940e+00,2.611111000000000004e+01,2.522222100000000111e+01,2.955555499999999824e+01,2.355555499999999824e+01,-2.666666699999999945e+00,1.033333299999999966e+01,-7.666666499999999829e+00,2.955555499999999824e+01,2.028455600000000081e-01,-1.802554200000000106e+00,1.000000000000000000e+00
8.500000000000000000e+01,1.010000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333333399999999891e+00,1.288888100000000092e+00,1.277777699999999905e+00,1.218518100000000048e+00,2.129629699999999914e+01,2.122222100000000111e+01,2.677777899999999889e+01,1.588888900000000071e+01,-2.222222199999999981e-01,1.644444500000000176e+01,-1.622222100000000111e+01,2.677777899999999889e+01,4.047921999999999909e-01,-1.558599199999999962e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.990000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.666667099999999957e+00,7.888107300000000155e-01,1.388889299999999993e+00,7.123253299999999788e-01,1.500000000000000000e+01,1.333333299999999966e+01,1.177777799999999964e+01,1.988888999999999996e+01,-5.000000000000000000e+00,-9.666667000000000343e+00,1.466666700000000034e+01,1.988888999999999996e+01,4.088845799999999975e-01,1.905302599999999957e+00,3.000000000000000000e+00
1.890000000000000000e+02,1.440000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
2.200000000000000000e+01,1.160000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.888887500000000053e-01,1.074074099999999948e-01,3.333332500000000254e-01,1.333333399999999946e-01,5.629629600000000345e+00,6.777777699999999683e+00,7.000000000000000000e+00,3.111111199999999855e+00,3.444444400000000073e+00,4.111111000000000182e+00,-7.555555299999999974e+00,7.333333500000000171e+00,5.753968400000000205e-01,-1.099623699999999982e+00,0.000000000000000000e+00
1.180000000000000000e+02,1.800000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.944444700000000026e+00,1.481991300000000011e+00,3.111111399999999971e+00,1.088662900000000100e+00,4.855555700000000030e+01,4.411110999999999649e+01,5.900000000000000000e+01,4.255555700000000030e+01,-1.333333299999999966e+01,3.133333400000000069e+01,-1.800000000000000000e+01,5.900000000000000000e+01,2.788221799999999750e-01,-1.996042300000000047e+00,4.000000000000000000e+00
4.500000000000000000e+01,1.080000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,1.111111099999999990e-01,2.550000000000000000e+01,1.279540100000000002e+01,2.727777899999999889e+01,1.593098099999999917e+01,4.981481600000000043e+01,4.177777999999999992e+01,6.111110999999999649e+01,4.655555700000000030e+01,-2.411111000000000004e+01,3.388889000000000351e+01,-9.777777999999999636e+00,6.111110999999999649e+01,3.589750800000000019e-01,-2.360491300000000070e+00,2.000000000000000000e+00
2.350000000000000000e+02,1.960000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.666666600000000109e+00,1.333334000000000019e+00,2.222221999999999920e+00,1.148268199999999961e+00,4.725925999999999760e+01,4.177777999999999992e+01,5.855555700000000030e+01,4.144444299999999970e+01,-1.644444500000000176e+01,3.388889000000000351e+01,-1.744444500000000176e+01,5.855555700000000030e+01,2.942378199999999833e-01,-2.074615500000000168e+00,4.000000000000000000e+00
